code,positive,seed,n,k,status,left,right,error
golay,False,433,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111110000000000100000000010000000000000/1001001111100000000001000000000010000000000000/0110101000110000000010000000100000000000000000/1101100001100000000100000000100010000000000000/1111000100110000001000000000000000000000000000/1010101110010000010000000000000000000000000000/0001101011010000100000000000100010000000000000/0011100110100001000000000000100000000000000000/0111101101000010000000000000000010000000000000/1111001010000100000000000000100000000000000000/1010000011111000000000000000100010000000000000/0000000000000000000000001001001111100000000001/0000000000000000000000010010011111000000000010/0000010000000000000000001101010001100000000100/0000010000000000000000011011000011000000001000/0000000000000000000000011110001001100000010000/0000000000000000000000010101011100100000100000/0000010000000000000000000011010110100001000000/0000010000000000000000000111001101000010000000/0000000000000000000000001111011010000100000000/0000010000000000000000011110010100001000000000/0000010000000000000000010100000111110000000000,
golay,False,858,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111010000000000100001000000000000000000/1001001111000000000001000000000000000000000000/0110111000110000000010000001000000000000000000/1101110001100000000100000001000000000000000000/1111000100110000001000000000000000000000000000/1010101110110000010000000001000000000000000000/0001111011110000100000000001000000000000000000/0011110110000001000000000001000000000000000000/0111101101000010000000000001000000000000000000/1111011010100100000000000000000000000000000000/1010010011011000000000000000000000000000000000/0000000000000000000000001001001011100000000001/0000000000000000000000010010011011000000000010/0000000000000000000000001101110101100000000100/0000000000000000000000011011100111000000001000/0000000000000000000000011110001101100000010000/0000000000000000000000010101011100100000100000/0000000000000000000000000011110110100001000000/0000000000000000000000000111101001000010000000/0000000000000000000000001111011010000100000000/0000000000000000000000011110110100001000000000/0000000000000000000000010100100011110000000000,
golay,False,85,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111110000000000100000000000000000000000/1001001111100000000001000000000000000000000000/0110111000110000000010000000000000000000000000/1101110001100000000100000000000000000000000000/1111000100110000001000000000000000000000000000/1010101110010000000000000000000000000000100000/0001111011010000100000000000000000000000000000/0011110110100001000000000000000000000000000000/0111101101000010000000000000000000000000000000/1111011010000100000000000000000000000000000000/1010010011111000000000000000000000000000000000/0000000000000000000000001001001111100000000001/0000000000000000000000010010011111000000000010/0000000000000000000000001101110001100000000100/0000000000000000000000011011100011000000001000/0000000000000000000000011110001001100000010000/0000000000000000010000010101011100100000000000/0000000000000000000000000011110110100001000000/0000000000000000000000000111101101000010000000/0000000000000000000000001111011010000100000000/0000000000000000000000011110110100001000000000/0000000000000000000000010100100111110000000000,
golay,False,697,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111110000000000100000000000000000000000/1001001111100000000001000000000000000000010000/0110111000110000000010000100100000000000000000/1101110001100000000100000100000000000000010000/1111000100110000001000010000100000000000010000/1010101110010000010000000000100000000000010000/0001111011010000100000000100000000000000000000/0011110110100001000000000100100000000000000000/0111101101000010000000000000100000000000000000/1111011010000100000000000100100000000000010000/1010010011111000000000000100100000000000010000/0000000000000000000000001001001111100000000001/0000000000000000000000010010011111000000000010/0000000000000000000000001101110001100000000100/0000000000000000000000011011100011000000001000/0000000000000000000000011110001001100000010000/0000000000000000000000010101011100100000100000/0000000000000000000000000011110110100001000000/0000000000000000000000000111101101000010000000/0000000000000000000000001111011010000100000000/0000000000000000000000011110110100001000000000/0000000000000000000000010100100111110000000000,
golay,False,201,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111110000000000100000000000000000000000/1001001110100000000001000000000000000000000000/0110111001110000000010000000000000000000000000/1101110001100000000100000000000000000000000000/1111000100110000001000000000000000000000000000/1010101111010000010000000000000000000000000000/0001111010010000100000000000000000000000000000/0011110110100001000000000000000000000000000000/0111101100000010000000000000000000000000000000/1111011011000100000000000000000000000000000000/1010010011111000000000000000000000000000000000/0000000000000000000000001001011111100000000001/0000000000000000000000010010001111000000000010/0000000000000000000000001101110001100000000100/0000000000000000000000011011110011000000001000/0000000000000000000000011110001001100000010000/0000000000000000000000010101011100100000100000/0000000000000000000000000011100110100001000000/0000000000000000000000000111101101000010000000/0000000000000000000000001111001010000100000000/0000000000000000000000011110110100001000000000/0000000000000000000000010100110111110000000000,
golay,False,94,23,1,success,css:01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000|01001001111100000000001/10010011111000000000010/01101110001100000000100/11011100011000000001000/11110001001100000010000/10101011100100000100000/00011110110100001000000/00111101101000010000000/01111011010000100000000/11110110100001000000000/10100100111110000000000,stb:0100100111110000000000100000000000000000000000/1001001111100000000001000000000000000000000000/0110111000110000000010000000000000000000001000/1101110001100000000100000100000000000000000000/1111000100110000001000000000000000000000001000/1010101110010000010000000000000000000000001000/0001111011010000100000000000000000000100000000/0011110110100001000000000000000000000000001000/0111101101000010000000000000000000000001001000/1111011010000100000000000000000000000000001000/1010010011111000000000000000000000000000001000/0000000000000000000000001001001111100000000001/0000000000000000000000010010011111000000000010/0000000000000000000000001101110001100000000100/0000000000000000000000011011100011000000001000/0000000000000000000000011110001001100000010000/0000000000000000000000010101011100100000100000/0000000000000000000000000011110110100001000000/0000000000000000000000000111101101000010000000/0000000000000000000000001111011010000100000000/0000000000000000000000011110110100001000000000/0000000000000000000000010100100111110000000000,
rot_surf_d5,True,89,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:0000000011111011110001110/0000010000000000001000000/0100010011111000000001110/0000011001100000001010000/1100001010011011100000001/0000000010110010000000011/1001110110100110011011111/0010000000010010001100001/0000000010010010010001001/1000101100010000000010000/1000001010010010010001001/0000000010010010000000001|0000100010010000000100000/0110010010001000001100001/1010101011010000000000100/0000010011010010001010001/0100000000000100100000100/0000100110110001100110010/0111100110111111100010011/1110001001001010000100101/1110111011101000001110111/0000010010000011101000000/0000010011011011011011001/0000010010000010001000000,
rot_surf_d5,True,773,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:1100000000000000000000000/0000001101001000010100110/1110101111011110011110011/0001001100000000000100110/0000010000101011010101000/0001001000001100010100110/0101101000000000111001011/0001001001001000010100110/1011000110010000101011000/1011110100011101110111001/0010010001101111110101000/0001101000000000011000111|0000110010110000000000001/0010000000000000100000110/0000010000000001000000000/1101010101010111001001000/0000100011111111000000001/0011101101001111110000101/0010001010001000111000100/0000101000000010000100000/1100000010101000011001000/0001010111111111011101100/0001000111101110010010000/0011001101001111110000100,
rot_surf_d5,True,654,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:1100010000110111100010101/0010111110000010111101000/1000000001010011101000010/0011010000000010100100000/1000011000011011100000000/0010010010101001001111000/0000001000100000101001100/0001000010001011011010000/0000010011100000111001110/0000001010010010011000000/1111001010100111011100100/0001100100000000000001000|0001000100100100011110011/0111111000101000101010001/0000010001000000111000010/0111011001111011001011011/0000000001000000000000010/1000000000000001000010001/0000110011000100101001110/0011010101010010111100010/0000100100000000000000000/0000000010100000010000100/0010100100000000000100000/0111100000100000011010011,
rot_surf_d5,True,438,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:1011011100100010010101010/0010001100100010000101010/0001100000000000000000000/0011101100000000000000001/0101000011010001110010100/0101110001101000000010011/0000000011111101100010111/1001010000010001000000100/0001100001000000000010011/0101110101100000001010111/0000000001000000001100001/1100010011010001100010111|0101110100101010000101011/0000000011000010100110000/0001110111001000000010011/0101110100000010001001011/0000000000010001000000000/1010001000010100010000000/0000000001010011000110000/1110011000111100100001100/0000001111010010100110100/1000001101010111010110100/0011100000000001110101011/1110011101101111101111111,
rot_surf_d5,True,433,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:0010110000000100010101010/1011111111000000011111110/0100001000000001011101010/1001010110111100010110000/0011010111000100001010100/0010100001111100001100100/1101000100101101001100101/0101101000111111011101011/0000000000010110000000100/0001110101000110011101010/0101001000000011011101010/1010101100000100111101010|0010110010100101001000101/0001000000001111010000000/0010001100000000000100000/0111101001010010110010010/0111101000000011011000111/0001100001101111101000000/0111110010000011011001111/1101110010000011000001111/1101001010100010010010111/0110101001011101100011000/0110101000011100001010010/0011101101000111101100000,
rot_surf_d5,True,858,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:0010011000001011111011100/1011111000011010010000101/1010011000000111001011110/0101110001011010011000101/1100000100011100000001010/0111011001011010011000100/0100000100010000100100100/0100000100011000100001000/1001000000010011101011001/0101000100011111111111011/0001000001010000000000100/0101000111110000101101100|1100101100010011001001110/1100010000000000100000000/0010000000100000001000001/0000000010100100000000010/0010000010000000001000001/0000000000110100000001110/0100111100101011010011000/0000001010000000001000001/0110111110101010011001001/1001000101110000100011100/0000000100110000100011110/0100001000100001000111001,
rot_surf_d5,True,85,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:1100001100110001100000000/0011111011000111011110101/1000100010001010001100010/0000000000001010001100000/0011001001000000010000100/0000001000000100000000000/0001100010001010001110000/1100000100010000000000000/1000001000001110001100010/0001111010000000000000100/0000000010000000000101010/0001111010010000010001101|0011010000000000000010000/1000011101001110100001011/0001010001100000100010000/0010010001000000010000101/0011010101010000010010000/0010100110011010010001001/0010000001000000000000000/1000000000010000000001010/0110000101000000000000000/1000001101000111011001110/0000100111010010010100000/0000000101010010011000000,
rot_surf_d5,True,697,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:0001000100000000001001000/1000000001000000000000000/0111001001100000110100100/0111001001100000100100110/1110000101001000010110010/0010101101001001010001100/0010011000100000100000001/0011111100001001000011110/0000000000011100000000001/1001001110101010111010000/0000000000000000000110000/0011000001100000110100010|0100011000101010010110111/1110111111001011000001001/0100001000001010010000111/1101011001101010010111111/0000000000000010010000110/0100000110100011110001010/0000100010000011000000000/0100000110000001000001100/0000000000000011001001000/0000100000000010001001000/1101000101110100101001100/0101111100010010101001001,
rot_surf_d5,True,201,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:1000110000111110000111001/0000110000000000100001101/0000000001000010011000000/1001010011010010111101000/1000100000010000100101000/1110011100110100000110111/0001001010011001000101101/0000010000000000100000101/0001100010100010111001100/0000001001100000000001011/0010000000000001000000000/1110000101110000100111001|0010001001100101110110110/0000000001000010000000101/1010001001101101010110010/0100100110000000100101001/0100001000001010110110110/0011010000001001100110000/0000000000010000000100000/0111100100001001100111001/0100110101100100001001001/1101011101100100101000010/0011010000001001111110000/0001000010000000000000000,
rot_surf_d5,True,94,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,css:0000100100000010100000000/0111111000000011110110000/0000000010000001000000000/0111101101101011111111100/1000001010100101001001011/0000000100101000000010000/0011000011011001000000100/0011011010101001000100001/0000101110100011100100001/1000110100000010100011000/0000010001100001101111001/0000110000101010101001000|1001100101001010101001110/1011000000100000001110010/1010111111010011101011111/0100000000000000010000000/1011101101000000001110110/1011101101000100001110100/0110111000110100100110001/0001111110010001000010001/0010101110001001000000001/1011000000000000001001010/0111010110111101100110000/1111101101100100001101111,
rot_surf_d5,False,89,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000100000000000000000000000/01100011000000000000000000100000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000000000000000000000/00000110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001000000000000000000000000010000000/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000000000000000/00000000000000000010001100000000000000000010000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000100000000000000000001100001000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000100000000000000000000000100001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,773,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01100011000000000000000000000000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000000000000000000000/00000110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000010/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000000000000010/00000000000000000110001100000000000000000100000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000100000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000000000000000000000001100011000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,654,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01100011000000000000000000000000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000000000000000000000/00000110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000000/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000001000000000/00000000000000000110001100000000000000000000000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000000000000000000000001100011000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,438,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01000011000000000000000000000000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000000000000000000000/00100110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000000/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000000000000000/00000000000000000110001100000000000000000000000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011001110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000000000000000000000001100011000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,433,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01100001000000000000000000000001000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000001000000000000000/00000100001100000000000000000001000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000000/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000000000000000/00000000000000000110001100000000000000000000000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000010000000000000000001100010000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000010000000000000000000000000100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000000000000000000000001100011000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,858,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01100011000000000000000000000000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110100000000000000000100000000000000000000/00000110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000000/00000000000001100011000000000000000000000000000000/00000000000000011000110000000000000000000000000000/00000000000000000110001100000000000000000000000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001101011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000001110001100000000/00000000000000000000000000000000000001100011000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000000000000000000000000000001100011,
rot_surf_d5,False,85,25,1,success,css:1100000000000000000000000/0110001100000000000000000/0011000000000000000000000/0001100011000000000000000/0000011000110000000000000/0000000110001100000000000/0000000000011000110000000/0000000000000110001100000/0000000000000001100011000/0000000000000000011000110/0000000000000000000001100/0000000000000000000000011|1100011000000000000000000/0011000110000000000000000/0000100001000000000000000/0000010000100000000000000/0000001100011000000000000/0000000011000110000000000/0000000000110001100000000/0000000000001100011000000/0000000000000010000100000/0000000000000001000010000/0000000000000000110001100/0000000000000000001100011,stb:11000000000000000000000000000000000000000000000000/01100011000000000000000000000000000000000000000000/00110000000000000000000000000000000000000000000000/00011000110000000000000000000000000000000000000000/00000110001100000000000000000000000000000000000000/00000001100011000000000000000000000000000000000000/00000000000110001100000000000000000000000000000000/00000000000001100001000000000000000000000001000000/00000000000000011000110000000000000000000000000000/00000000000000000100001100000000000000000001000000/00000000000000000000011000000000000000000000000000/00000000000000000000000110000000000000000000000000/00000000000000000000000001100011000000000000000000/00000000000000000000000000011000110000000000000000/00000000000000000000000000000100001000000000000000/00000000000000000000000000000010000100000000000000/00000000000000000000000000000001100011000000000000/00000000000000000000000000000000011000110000000000/00000000000000000000000000000000000110001100000000/00000000000000000010000000000000000001100010000000/00000000000000000000000000000000000000010000100000/00000000000000000000000000000000000000001000010000/00000000000000000000000000000000000000000110001100/00000000000000000010000000000000000000000000100011,
