problem,instance_id,seed,n,k,r,invariant,rejected,status,timeout,memory_limited,error
pm_stb,pm_stb-n19k8-s773,773,19,8,11,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k8-s773,773,19,8,11,signatures,True,success,False,False,
pm_stb,pm_stb-n19k8-s654,654,19,8,11,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k8-s654,654,19,8,11,signatures,True,success,False,False,
pm_stb,pm_stb-n19k8-s438,438,19,8,11,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k8-s438,438,19,8,11,signatures,True,success,False,False,
pm_stb,pm_stb-n19k8-s433,433,19,8,11,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k8-s433,433,19,8,11,signatures,False,success,False,False,
pm_stb,pm_stb-n19k8-s858,858,19,8,11,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k8-s858,858,19,8,11,signatures,False,success,False,False,
pm_stb,pm_stb-n19k8-s85,85,19,8,11,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k8-s85,85,19,8,11,signatures,False,success,False,False,
pm_stb,pm_stb-n19k8-s697,697,19,8,11,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k8-s697,697,19,8,11,signatures,False,success,False,False,
pm_stb,pm_stb-n19k8-s201,201,19,8,11,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k8-s201,201,19,8,11,signatures,True,success,False,False,
pm_stb,pm_stb-n19k8-s94,94,19,8,11,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k8-s94,94,19,8,11,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s89,89,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s89,89,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s773,773,19,12,7,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k12-s773,773,19,12,7,signatures,False,success,False,False,
pm_stb,pm_stb-n19k12-s654,654,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s654,654,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s438,438,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s438,438,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s433,433,19,12,7,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k12-s433,433,19,12,7,signatures,False,success,False,False,
pm_stb,pm_stb-n19k12-s858,858,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s858,858,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s85,85,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s85,85,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s697,697,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s697,697,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s201,201,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s201,201,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k12-s94,94,19,12,7,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k12-s94,94,19,12,7,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s89,89,19,16,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k16-s89,89,19,16,3,signatures,False,success,False,False,
pm_stb,pm_stb-n19k16-s773,773,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s773,773,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s654,654,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s654,654,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s438,438,19,16,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k16-s438,438,19,16,3,signatures,False,success,False,False,
pm_stb,pm_stb-n19k16-s433,433,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s433,433,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s858,858,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s858,858,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s85,85,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s85,85,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s697,697,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s697,697,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s201,201,19,16,3,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n19k16-s201,201,19,16,3,signatures,True,success,False,False,
pm_stb,pm_stb-n19k16-s94,94,19,16,3,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n19k16-s94,94,19,16,3,signatures,False,success,False,False,
pm_stb,pm_stb-n20k0-s89,89,20,0,20,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k0-s89,89,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s773,773,20,0,20,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k0-s773,773,20,0,20,signatures,False,success,False,False,
pm_stb,pm_stb-n20k0-s654,654,20,0,20,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k0-s654,654,20,0,20,signatures,False,success,False,False,
pm_stb,pm_stb-n20k0-s438,438,20,0,20,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k0-s438,438,20,0,20,signatures,False,success,False,False,
pm_stb,pm_stb-n20k0-s433,433,20,0,20,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k0-s433,433,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s858,858,20,0,20,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k0-s858,858,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s85,85,20,0,20,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k0-s85,85,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s697,697,20,0,20,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k0-s697,697,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s201,201,20,0,20,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k0-s201,201,20,0,20,signatures,True,success,False,False,
pm_stb,pm_stb-n20k0-s94,94,20,0,20,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k0-s94,94,20,0,20,signatures,False,success,False,False,
pm_stb,pm_stb-n20k4-s89,89,20,4,16,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k4-s89,89,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k4-s773,773,20,4,16,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k4-s773,773,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k4-s654,654,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s654,654,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k4-s438,438,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s438,438,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k4-s433,433,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s433,433,20,4,16,signatures,False,success,False,False,
pm_stb,pm_stb-n20k4-s858,858,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s858,858,20,4,16,signatures,False,success,False,False,
pm_stb,pm_stb-n20k4-s85,85,20,4,16,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k4-s85,85,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k4-s697,697,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s697,697,20,4,16,signatures,False,success,False,False,
pm_stb,pm_stb-n20k4-s201,201,20,4,16,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k4-s201,201,20,4,16,signatures,False,success,False,False,
pm_stb,pm_stb-n20k4-s94,94,20,4,16,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k4-s94,94,20,4,16,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s89,89,20,8,12,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k8-s89,89,20,8,12,signatures,False,success,False,False,
pm_stb,pm_stb-n20k8-s773,773,20,8,12,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k8-s773,773,20,8,12,signatures,False,success,False,False,
pm_stb,pm_stb-n20k8-s654,654,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s654,654,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s438,438,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s438,438,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s433,433,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s433,433,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s858,858,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s858,858,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s85,85,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s85,85,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s697,697,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s697,697,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s201,201,20,8,12,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k8-s201,201,20,8,12,signatures,True,success,False,False,
pm_stb,pm_stb-n20k8-s94,94,20,8,12,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k8-s94,94,20,8,12,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s89,89,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s89,89,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s773,773,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s773,773,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s654,654,20,12,8,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k12-s654,654,20,12,8,signatures,True,success,False,False,
pm_stb,pm_stb-n20k12-s438,438,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s438,438,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s433,433,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s433,433,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s858,858,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s858,858,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s85,85,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s85,85,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s697,697,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s697,697,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s201,201,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s201,201,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k12-s94,94,20,12,8,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k12-s94,94,20,12,8,signatures,False,success,False,False,
pm_stb,pm_stb-n20k16-s89,89,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s89,89,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s773,773,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s773,773,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s654,654,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s654,654,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s438,438,20,16,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k16-s438,438,20,16,4,signatures,False,success,False,False,
pm_stb,pm_stb-n20k16-s433,433,20,16,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k16-s433,433,20,16,4,signatures,False,success,False,False,
pm_stb,pm_stb-n20k16-s858,858,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s858,858,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s85,85,20,16,4,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n20k16-s85,85,20,16,4,signatures,False,success,False,False,
pm_stb,pm_stb-n20k16-s697,697,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s697,697,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s201,201,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s201,201,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n20k16-s94,94,20,16,4,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n20k16-s94,94,20,16,4,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s89,89,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s89,89,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s773,773,21,0,21,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k0-s773,773,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s654,654,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s654,654,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s438,438,21,0,21,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k0-s438,438,21,0,21,signatures,False,success,False,False,
pm_stb,pm_stb-n21k0-s433,433,21,0,21,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k0-s433,433,21,0,21,signatures,False,success,False,False,
pm_stb,pm_stb-n21k0-s858,858,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s858,858,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s85,85,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s85,85,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s697,697,21,0,21,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k0-s697,697,21,0,21,signatures,False,success,False,False,
pm_stb,pm_stb-n21k0-s201,201,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s201,201,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k0-s94,94,21,0,21,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k0-s94,94,21,0,21,signatures,True,success,False,False,
pm_stb,pm_stb-n21k4-s89,89,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s89,89,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k4-s773,773,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s773,773,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k4-s654,654,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s654,654,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k4-s438,438,21,4,17,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k4-s438,438,21,4,17,signatures,True,success,False,False,
pm_stb,pm_stb-n21k4-s433,433,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s433,433,21,4,17,signatures,True,success,False,False,
pm_stb,pm_stb-n21k4-s858,858,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s858,858,21,4,17,signatures,True,success,False,False,
pm_stb,pm_stb-n21k4-s85,85,21,4,17,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k4-s85,85,21,4,17,signatures,True,success,False,False,
pm_stb,pm_stb-n21k4-s697,697,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s697,697,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k4-s201,201,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s201,201,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k4-s94,94,21,4,17,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k4-s94,94,21,4,17,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s89,89,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s89,89,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s773,773,21,8,13,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k8-s773,773,21,8,13,signatures,True,success,False,False,
pm_stb,pm_stb-n21k8-s654,654,21,8,13,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k8-s654,654,21,8,13,signatures,True,success,False,False,
pm_stb,pm_stb-n21k8-s438,438,21,8,13,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k8-s438,438,21,8,13,signatures,True,success,False,False,
pm_stb,pm_stb-n21k8-s433,433,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s433,433,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s858,858,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s858,858,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s85,85,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s85,85,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s697,697,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s697,697,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s201,201,21,8,13,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k8-s201,201,21,8,13,signatures,False,success,False,False,
pm_stb,pm_stb-n21k8-s94,94,21,8,13,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k8-s94,94,21,8,13,signatures,True,success,False,False,
pm_stb,pm_stb-n21k12-s89,89,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s89,89,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s773,773,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s773,773,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s654,654,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s654,654,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s438,438,21,12,9,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k12-s438,438,21,12,9,signatures,True,success,False,False,
pm_stb,pm_stb-n21k12-s433,433,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s433,433,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s858,858,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s858,858,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s85,85,21,12,9,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k12-s85,85,21,12,9,signatures,True,success,False,False,
pm_stb,pm_stb-n21k12-s697,697,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s697,697,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s201,201,21,12,9,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k12-s201,201,21,12,9,signatures,False,success,False,False,
pm_stb,pm_stb-n21k12-s94,94,21,12,9,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k12-s94,94,21,12,9,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s89,89,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s89,89,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s773,773,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s773,773,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s654,654,21,16,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k16-s654,654,21,16,5,signatures,False,success,False,False,
pm_stb,pm_stb-n21k16-s438,438,21,16,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k16-s438,438,21,16,5,signatures,False,success,False,False,
pm_stb,pm_stb-n21k16-s433,433,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s433,433,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s858,858,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s858,858,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s85,85,21,16,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k16-s85,85,21,16,5,signatures,False,success,False,False,
pm_stb,pm_stb-n21k16-s697,697,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s697,697,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k16-s201,201,21,16,5,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k16-s201,201,21,16,5,signatures,False,success,False,False,
pm_stb,pm_stb-n21k16-s94,94,21,16,5,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k16-s94,94,21,16,5,signatures,True,success,False,False,
pm_stb,pm_stb-n21k20-s89,89,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s89,89,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s773,773,21,20,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k20-s773,773,21,20,1,signatures,True,success,False,False,
pm_stb,pm_stb-n21k20-s654,654,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s654,654,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s438,438,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s438,438,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s433,433,21,20,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k20-s433,433,21,20,1,signatures,True,success,False,False,
pm_stb,pm_stb-n21k20-s858,858,21,20,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k20-s858,858,21,20,1,signatures,True,success,False,False,
pm_stb,pm_stb-n21k20-s85,85,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s85,85,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s697,697,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s697,697,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s201,201,21,20,1,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n21k20-s201,201,21,20,1,signatures,False,success,False,False,
pm_stb,pm_stb-n21k20-s94,94,21,20,1,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n21k20-s94,94,21,20,1,signatures,True,success,False,False,
pm_stb,pm_stb-n22k0-s89,89,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s89,89,22,0,22,signatures,False,success,False,False,
pm_stb,pm_stb-n22k0-s773,773,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s773,773,22,0,22,signatures,False,success,False,False,
pm_stb,pm_stb-n22k0-s654,654,22,0,22,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k0-s654,654,22,0,22,signatures,True,success,False,False,
pm_stb,pm_stb-n22k0-s438,438,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s438,438,22,0,22,signatures,False,success,False,False,
pm_stb,pm_stb-n22k0-s433,433,22,0,22,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k0-s433,433,22,0,22,signatures,True,success,False,False,
pm_stb,pm_stb-n22k0-s858,858,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s858,858,22,0,22,signatures,True,success,False,False,
pm_stb,pm_stb-n22k0-s85,85,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s85,85,22,0,22,signatures,False,success,False,False,
pm_stb,pm_stb-n22k0-s697,697,22,0,22,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k0-s697,697,22,0,22,signatures,True,success,False,False,
pm_stb,pm_stb-n22k0-s201,201,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s201,201,22,0,22,signatures,False,success,False,False,
pm_stb,pm_stb-n22k0-s94,94,22,0,22,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k0-s94,94,22,0,22,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s89,89,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s89,89,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s773,773,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s773,773,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s654,654,22,4,18,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k4-s654,654,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s438,438,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s438,438,22,4,18,signatures,False,success,False,False,
pm_stb,pm_stb-n22k4-s433,433,22,4,18,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k4-s433,433,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s858,858,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s858,858,22,4,18,signatures,False,success,False,False,
pm_stb,pm_stb-n22k4-s85,85,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s85,85,22,4,18,signatures,False,success,False,False,
pm_stb,pm_stb-n22k4-s697,697,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s697,697,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s201,201,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s201,201,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k4-s94,94,22,4,18,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k4-s94,94,22,4,18,signatures,True,success,False,False,
pm_stb,pm_stb-n22k8-s89,89,22,8,14,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k8-s89,89,22,8,14,signatures,True,success,False,False,
pm_stb,pm_stb-n22k8-s773,773,22,8,14,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k8-s773,773,22,8,14,signatures,False,success,False,False,
pm_stb,pm_stb-n22k8-s654,654,22,8,14,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k8-s654,654,22,8,14,signatures,False,success,False,False,
pm_stb,pm_stb-n22k8-s438,438,22,8,14,linear_dependency,True,success,False,False,
pm_stb,pm_stb-n22k8-s438,438,22,8,14,signatures,True,success,False,False,
pm_stb,pm_stb-n22k8-s433,433,22,8,14,linear_dependency,False,success,False,False,
pm_stb,pm_stb-n22k8-s433,433,22,8,14,signatures,False,success,False,False,
